Generation,Individual_Index_In_Pop,Fitness,PPG,Slot_0_Player_ID,Slot_1_Player_ID,Slot_2_Player_ID,Slot_3_Player_ID,Slot_4_Player_ID,Slot_5_Player_ID,Slot_6_Player_ID
3,36,88.4229411764706,88.4229411764706,92,163,31,1,49,82,64
3,37,-9918.250588235294,81.74941176470588,36,165,178,153,7,181,25
3,38,98.61941176470589,98.61941176470589,47,10,54,204,1,82,6
3,39,-9904.378235294118,95.62176470588236,47,100,84,27,1,82,6
3,40,-9915.433529411765,84.56647058823529,40,56,68,57,19,170,120
3,41,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
3,42,99.87882352941178,99.87882352941178,47,101,68,27,1,82,6
3,43,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
3,44,94.39647058823529,94.39647058823529,92,43,18,179,1,82,6
3,45,83.44058823529411,83.44058823529411,36,137,99,3,88,46,148
3,46,72.83235294117647,72.83235294117647,91,52,121,83,24,192,114
3,47,87.2570588235294,87.2570588235294,36,137,99,3,88,46,75
3,48,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
3,49,76.23235294117647,76.23235294117647,91,141,54,204,7,169,64
3,50,84.8,84.8,47,10,54,204,7,182,117
3,51,-9920.981764705883,79.01823529411764,118,137,4,3,86,139,171
3,52,-19916.470588235294,83.52941176470588,127,56,125,1,49,82,64
3,53,99.63117647058824,99.63117647058824,132,56,68,27,1,82,6
3,54,93.93941176470588,93.93941176470588,91,99,4,5,11,192,114
3,55,85.74705882352941,85.74705882352941,127,56,4,3,19,103,202
3,56,99.48176470588236,99.48176470588236,47,173,2,8,1,82,6
3,57,-9908.54,91.46,36,137,4,3,86,142,64
3,58,-9917.78705882353,82.2129411764706,122,100,99,3,88,46,148
3,59,91.34411764705884,91.34411764705884,127,56,4,3,86,142,64
3,60,104.53000000000002,104.53000000000002,122,100,4,3,1,82,6
3,61,-9913.335882352942,86.66411764705883,154,56,107,1,49,82,64
3,62,83.28000000000002,83.28000000000002,130,166,4,3,86,142,64
3,63,-9916.347647058823,83.65235294117646,127,56,4,8,55,192,147
3,64,-9916.857058823529,83.14294117647059,47,173,2,3,86,139,135
3,65,91.21764705882353,91.21764705882353,127,56,4,5,7,182,117
3,66,-9935.373529411765,64.62647058823528,106,6,171,204,11,139,174
3,67,101.2264705882353,101.2264705882353,92,43,68,27,1,82,6
3,68,93.53529411764706,93.53529411764706,47,10,18,179,28,82,6
3,69,-9910.177647058823,89.82235294117648,98,163,102,1,49,82,6
3,70,-9918.594117647059,81.40588235294118,92,43,18,179,71,82,64
3,71,102.35588235294118,102.35588235294118,127,56,4,27,1,82,6
3,72,95.19470588235295,95.19470588235295,40,134,178,3,1,82,6
3,73,93.53411764705884,93.53411764705884,92,104,31,1,49,82,64
3,74,91.90882352941178,91.90882352941178,40,134,178,27,1,82,6
3,75,104.58529411764707,104.58529411764707,47,10,68,27,1,177,6
3,76,91.22529411764707,91.22529411764707,47,10,2,204,7,142,64
3,77,86.04294117647059,86.04294117647059,91,165,178,153,1,82,6
3,78,-9909.63705882353,90.36294117647058,36,56,68,27,1,82,202
3,79,97.65058823529412,97.65058823529412,36,43,18,179,1,82,6
3,80,-19914.77294117647,85.22705882352942,92,102,99,3,88,46,148
3,81,91.34411764705884,91.34411764705884,127,56,4,3,86,142,64
3,82,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
3,83,87.73176470588237,87.73176470588237,127,56,4,3,86,142,117
3,84,-9916.529411764706,83.47058823529413,122,100,93,3,86,142,64
3,85,92.03235294117647,92.03235294117647,98,163,31,1,49,82,6
3,86,-9904.136470588235,95.8635294117647,91,56,68,27,1,82,64
3,87,96.45764705882353,96.45764705882353,122,100,4,153,1,82,6
3,88,82.97117647058825,82.97117647058825,36,165,178,3,86,142,64
3,89,92.12529411764707,92.12529411764707,98,56,4,3,86,142,64
3,90,86.31117647058824,86.31117647058824,127,163,31,1,49,82,64
3,91,69.83941176470587,69.83941176470587,130,166,107,3,86,142,117
3,92,-9904.09,95.91000000000001,127,56,4,1,49,82,64
3,93,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
3,94,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
3,95,97.03941176470589,97.03941176470589,47,10,68,27,157,82,6
3,96,85.89529411764705,85.89529411764705,92,100,2,8,55,192,114
3,97,68.04588235294118,68.04588235294118,98,163,171,58,114,192,14
3,98,97.3594117647059,97.3594117647059,152,6,31,1,49,82,64
3,99,71.51470588235294,71.51470588235294,91,150,104,55,73,182,117
4,0,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,1,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,2,104.58529411764707,104.58529411764707,47,10,68,27,1,177,6
4,3,104.53000000000002,104.53000000000002,122,100,4,3,1,82,6
4,4,103.7870588235294,103.7870588235294,127,56,4,3,1,177,6
4,5,97.43705882352941,97.43705882352941,122,54,4,153,1,177,6
4,6,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,7,101.2264705882353,101.2264705882353,92,43,68,27,1,82,6
4,8,95.15235294117647,95.15235294117647,127,56,4,198,1,82,6
4,9,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,10,96.45764705882353,96.45764705882353,122,100,4,153,1,82,6
4,11,-19913.16294117647,86.83705882352942,91,56,68,27,49,183,64
4,12,100.08117647058823,100.08117647058823,152,4,31,105,1,82,6
4,13,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
4,14,102.35588235294118,102.35588235294118,127,56,4,27,1,82,6
4,15,103.37588235294119,103.37588235294119,91,10,68,27,1,82,6
4,16,103.86764705882354,103.86764705882354,47,56,68,27,1,82,6
4,17,103.86764705882354,103.86764705882354,47,56,68,27,1,82,6
4,18,96.41764705882353,96.41764705882353,91,173,2,8,1,82,6
4,19,100.72411764705882,100.72411764705882,91,56,68,27,1,123,6
4,20,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
4,21,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,22,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,23,95.64647058823529,95.64647058823529,108,173,4,3,1,82,6
4,24,81.72117647058823,81.72117647058823,132,56,68,27,86,142,117
4,25,99.21470588235294,99.21470588235294,122,56,68,27,1,82,6
4,26,106.11882352941176,106.11882352941176,91,100,4,3,1,82,6
4,27,102.35588235294118,102.35588235294118,127,56,4,27,1,82,6
4,28,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,29,105.07411764705884,105.07411764705884,47,10,68,27,1,82,14
4,30,99.24470588235293,99.24470588235293,132,99,4,5,11,192,6
4,31,99.48176470588236,99.48176470588236,47,173,2,8,1,82,6
4,32,92.12529411764707,92.12529411764707,98,56,4,3,86,142,64
4,33,103.37588235294119,103.37588235294119,91,10,68,27,1,82,6
4,34,103.86764705882354,103.86764705882354,47,56,68,27,1,82,6
4,35,-9897.429411764706,102.57058823529411,36,165,18,27,1,177,6
4,36,97.1664705882353,97.1664705882353,47,10,68,179,1,82,6
4,37,97.9135294117647,97.9135294117647,122,100,4,24,1,177,6
4,38,109.72588235294118,109.72588235294118,47,10,68,3,1,82,6
4,39,101.58411764705883,101.58411764705883,47,10,31,1,49,82,64
4,40,-9907.848235294117,92.15176470588236,152,56,68,148,1,82,6
4,41,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,42,101.2264705882353,101.2264705882353,92,43,68,27,1,82,6
4,43,89.0335294117647,89.0335294117647,122,100,4,3,190,82,6
4,44,95.15176470588236,95.15176470588236,36,165,18,179,1,82,6
4,45,105.44941176470589,105.44941176470589,132,56,2,8,1,82,6
4,46,93.66352941176471,93.66352941176471,47,173,68,27,1,82,6
4,47,89.78588235294117,89.78588235294117,127,165,18,179,1,82,6
4,48,111.00764705882354,111.00764705882354,36,56,4,3,1,82,6
4,49,92.38411764705883,92.38411764705883,132,56,4,3,86,142,64
4,50,98.59117647058824,98.59117647058824,127,56,68,27,1,82,6
4,51,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,52,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
4,53,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,54,94.39647058823529,94.39647058823529,92,43,18,179,1,82,6
4,55,-9904.136470588235,95.8635294117647,91,56,68,27,1,82,64
4,56,101.96411764705883,101.96411764705883,152,13,31,1,49,82,6
4,57,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,58,90.23235294117647,90.23235294117647,122,100,4,3,86,142,64
4,59,83.47411764705882,83.47411764705882,158,134,178,3,28,82,6
4,60,99.61,99.61,47,10,18,179,1,82,6
4,61,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,62,102.35588235294118,102.35588235294118,127,56,4,27,1,82,6
4,63,102.35588235294118,102.35588235294118,127,56,4,27,1,82,6
4,64,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,65,91.40294117647059,91.40294117647059,91,56,68,27,157,82,6
4,66,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,67,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
4,68,99.87882352941178,99.87882352941178,47,101,68,27,1,82,6
4,69,95.15176470588236,95.15176470588236,36,165,18,179,1,82,6
4,70,98.82882352941175,98.82882352941175,91,56,68,27,1,144,6
4,71,97.65058823529412,97.65058823529412,36,43,18,179,1,82,6
4,72,95.15176470588236,95.15176470588236,36,165,18,179,1,82,6
4,73,-9905.080588235294,94.91941176470588,91,56,68,65,1,46,75
4,74,90.72882352941177,90.72882352941177,127,56,99,3,88,82,6
4,75,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,76,100.8035294117647,100.8035294117647,91,56,68,27,1,82,6
4,77,101.16529411764706,101.16529411764706,36,137,99,3,1,82,6
4,78,91.7335294117647,91.7335294117647,127,56,4,3,88,46,75
4,79,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,80,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,81,86.47647058823529,86.47647058823529,127,56,176,27,1,82,6
4,82,105.67941176470588,105.67941176470588,91,56,31,3,1,82,6
4,83,88.00588235294119,88.00588235294119,47,166,4,3,86,142,64
4,84,101.71411764705883,101.71411764705883,130,10,68,27,1,82,6
4,85,94.83,94.83,127,6,4,3,86,142,64
4,86,102.35588235294118,102.35588235294118,127,56,4,27,1,82,6
4,87,92.03235294117647,92.03235294117647,98,163,31,1,49,82,6
4,88,105.64176470588235,105.64176470588235,127,56,4,3,1,82,6
4,89,96.81470588235295,96.81470588235295,91,101,68,27,1,82,6
4,90,97.0035294117647,97.0035294117647,47,99,4,5,11,192,114
4,91,104.58529411764707,104.58529411764707,47,10,68,27,1,177,6
4,92,106.44000000000001,106.44000000000001,47,10,68,27,1,82,6
4,93,99.54941176470588,99.54941176470588,106,6,31,1,49,82,64
4,94,96.54,96.54,152,90,68,27,1,82,6
